"","Arbol","Bloque","Longitud","Latitud","X_UTM","Y_UTM","Altitud","AltRan","Fungicida","Nutrimento","Rep","Muestreo","DDA","Anio","AcicR","Abs","TotalAc","Inc","Sevmed","Sevmin","Sevmax","LonBrot","indcol","Afmed","Afmax","Afmin","Aftotal","CA","RA","Color","trat","ABCPEIC"
"440",8,"Alta",-97.990974,19.72165,605737.9319,2180993.788,2991,"Alta",2,3,1,5,147,2016,81,2,83,1,0.321,0.2,0.536666667,6.2,32.1,0.214866667,0.24,0.185,6.446,2.409638554,97.59036145,3,23,700.56
"441",9,"Alta",-97.9911,19.721706,605724.6902,2180999.907,2991.2,"Alta",2,2,2,5,147,2016,117,9,126,1,0.320666667,0.233333333,0.376666667,9.4,32.06666667,0.335366667,0.367,0.283,10.061,7.142857143,92.85714286,2,22,699.2844445
"442",10,"Alta",-97.99113,19.721746,605721.5199,2181004.316,2990.9,"Alta",3,1,1,5,147,2016,130,0,130,1,0.403333333,0.293333333,0.46,10.9,40.33333333,0.400166667,0.444,0.35,12.005,0,100,2,31,846.5333332
"443",11,"Alta",-97.99111,19.721792,605723.5856,2181009.419,2991.1,"Alta",3,2,1,5,147,2016,72,16,88,1,0.229333333,0.15,0.353333333,7.9,22.93333333,0.3225,0.359,0.265,9.675,18.18181818,81.81818182,2,32,394.4577777
"444",12,"Alta",-97.99111,19.72187,605723.5343,2181018.051,2992.4,"Alta",2,1,2,5,147,2016,98,8,106,0.966666667,0.125666667,0,0.18,7.5,12.14777778,0.305866667,0.339,0.266,9.176,7.547169811,92.45283019,2,21,514.2822223
"445",13,"Alta",-97.99114,19.721897,605720.3726,2181021.02,2993.1,"Alta",3,2,2,5,147,2016,117,21,138,1,0.281333333,0.176666667,0.41,7.7,28.13333333,0.287133333,0.335,0.252,8.614,15.2173913,84.7826087,2,32,493.6711111
"446",14,"Alta",-97.99106,19.722075,605728.6395,2181040.769,2979.2,"Baja",3,3,1,5,147,2016,86,4,90,0.966666667,0.135333333,0.033333333,0.243333333,5,13.08222222,0.1644,0.186,0.139,4.932,4.444444444,95.55555556,2,33,322.9488889
"447",15,"Alta",-97.99085,19.722488,605750.3759,2181086.607,2973.2,"Baja",3,1,2,5,147,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0
"448",16,"Alta",-97.99083,19.72246,605752.4903,2181083.521,2973.3,"Baja",2,3,2,5,147,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"449",17,"Alta",-97.99077,19.722294,605758.8875,2181065.187,2978.5,"Baja",1,1,2,5,147,2016,89,1,90,1,0.331666667,0.01,0.583333333,6.1,33.16666667,0.198666667,0.229,0.166,5.96,1.111111111,98.88888889,2,11,897.8511112
"450",18,"Alta",-97.99089,19.722174,605746.3904,2181051.832,2979.5,"Baja",3,3,2,5,147,2016,55,23,78,1,0.182333333,0.093333333,0.31,8.8,18.23333333,0.313433333,0.363,0.268,9.403,29.48717949,70.51282051,3,33,581.6066666
"451",19,"Media",-97.99092,19.722073,605743.3129,2181040.635,2980.2,"Baja",1,3,1,5,147,2016,67,2,69,1,0.382666667,0.263333333,0.523333333,5.2,38.26666667,0.266733333,0.303,0.226,8.002,2.898550725,97.10144928,2,13,891.3333334
"452",20,"Media",-97.991,19.722105,605734.9078,2181044.127,2980.2,"Baja",3,1,1,5,147,2016,62,26,88,1,0.495333333,0.386666667,0.603333333,7.2,49.53333333,0.256733333,0.286,0.209,7.702,29.54545455,70.45454545,3,31,1370.6
"453",21,"Media",-97.991005,19.72215,605734.3542,2181049.104,2979.7,"Baja",3,2,1,5,147,2016,71,29,100,0.933333333,0.105666667,0,0.32,11,9.862222222,0.3587,0.393,0.319,10.761,29,71,2,32,279.7511111
"454",22,"Media",-97.991005,19.722137,605734.3628,2181047.665,2979.8,"Baja",3,3,1,5,147,2016,157,12,169,1,0.209,0.05,0.436666667,11.7,20.9,0.4163,0.465,0.251,12.489,7.100591716,92.89940828,2,33,552.58
"455",23,"Media",-97.990944,19.722,605740.8457,2181032.541,2979.4,"Baja",1,2,1,5,147,2016,86,8,94,1,0.484666667,0.386666667,0.556666667,6.9,48.46666667,0.316933333,0.348,0.274,9.508,8.510638298,91.4893617,2,12,1279.864445
"456",24,"Media",-97.99107,19.722033,605727.6192,2181036.115,2979.4,"Baja",1,3,2,5,147,2016,75,33,108,1,0.361333333,0.253333333,0.446666667,11.8,36.13333333,0.4297,0.849,0.218,12.891,30.55555556,69.44444444,3,13,506.0377777
"457",25,"Media",-97.99106,19.722012,605728.681,2181033.797,2978.5,"Baja",2,2,1,5,147,2016,88,31,119,1,0.278333333,0.023333333,0.423333333,9.8,27.83333333,0.359866667,0.409,0.303,10.796,26.05042017,73.94957983,3,22,888.5333332
"458",26,"Media",-97.991005,19.721899,605734.5193,2181021.326,2992.1,"Alta",3,1,2,5,147,2016,75,13,88,1,0.399333333,0.353333333,0.45,6.4,39.93333333,0.2642,0.285,0.239,7.926,14.77272727,85.22727273,3,31,840.1866666
"459",27,"Media",-97.99094,19.721846,605741.3662,2181015.501,2992.9,"Alta",3,3,2,5,147,2016,105,0,105,1,0.383,0.22,0.576666667,6.6,38.3,0.216533333,0.245,0.178,6.496,0,100,2,33,834.0888889
"460",28,"Media",-97.99108,19.721786,605726.7336,2181008.773,2973.5,"Baja",2,1,1,5,147,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"461",29,"Media",-97.99113,19.72174,605721.5238,2181003.652,2990.9,"Alta",3,2,2,5,147,2016,48,7,55,1,0.401333333,0.203333333,0.63,4.9,40.13333333,0.214866667,0.25,0.19,6.446,12.72727273,87.27272727,3,32,810.5066666
"462",30,"Media",-97.99119,19.721704,605715.2595,2180999.63,2990.6,"Alta",2,3,1,5,147,2016,72,14,86,1,0.474,0.323333333,0.636666667,7.2,47.4,0.306833333,0.34,0.265,9.205,16.27906977,83.72093023,3,23,953.6644445
"463",31,"Media",-97.99122,19.721703,605712.1161,2180999.501,2973.4,"Baja",2,1,2,5,147,2016,110,4,114,1,0.268333333,0.12,0.393333333,9.5,26.83333333,0.3382,0.387,0.283,10.146,3.50877193,96.49122807,2,21,649.4755555
"464",32,"Media",-97.99122,19.721727,605712.1003,2181002.157,2991.1,"Alta",2,2,2,5,147,2016,117,12,129,0.966666667,0.115333333,0.006666667,0.416666667,12.1,11.14888889,0.394433333,0.493,0.342,11.833,9.302325581,90.69767442,2,22,600.3511111
"465",33,"Media",-97.99124,19.721853,605709.9215,2181016.089,2991.4,"Alta",1,1,1,5,147,2016,102,2,104,1,0.330666667,0.173333333,0.436666667,7.6,33.06666667,0.2636,0.284,0.227,7.908,1.923076923,98.07692308,1,11,917.2177778
"466",34,"Media",-97.99115,19.721848,605719.3568,2181015.591,2991.8,"Alta",1,1,2,5,147,2016,55,44,99,1,0.434,0.373333333,0.5,10.2,43.4,0.415866667,0.456,0.338,12.476,44.44444444,55.55555556,3,11,1039.764445
"467",35,"Media",-97.99109,19.72179,605725.683,2181009.21,2992.5,"Alta",1,2,2,5,147,2016,84,6,90,1,0.33,0.243333333,0.406666667,8.2,33,0.435833333,0.47,0.396,13.075,6.666666667,93.33333333,2,12,806.8666666
"468",36,"Media",-97.991066,19.721827,605728.1738,2181013.32,2992.4,"Alta",2,3,2,5,147,2016,54,22,76,1,0.395666667,0.273333333,0.476666667,6.6,39.56666667,0.306366667,0.346,0.225,9.191,28.94736842,71.05263158,1,23,1086.866667
"469",37,"Baja",-97.99091,19.721998,605744.4102,2181032.341,2975.7,"Baja",1,2,1,5,147,2016,115,1,116,1,0.209666667,0.136666667,0.3,10.4,20.96666667,0.279633333,0.328,0.237,8.389,0.862068966,99.13793103,3,12,577.0488889
"470",38,"Baja",-97.990944,19.722048,605740.8141,2181037.854,2980.1,"Baja",2,3,1,5,147,2016,132,9,141,1,0.242,0.06,0.37,11.5,24.2,0.368933333,0.417,0.283,11.068,6.382978723,93.61702128,2,23,719.0866666
"471",39,"Baja",-97.99095,19.722046,605740.1866,2181037.629,2979.6,"Baja",1,3,1,5,147,2016,124,8,132,0.933333333,0.376666667,0.233333333,0.586666667,11.4,35.15555556,0.369633333,0.417,0.267,11.089,6.060606061,93.93939394,2,13,822.3288889
"472",40,"Baja",-97.99097,19.722048,605738.0893,2181037.837,2979.8,"Baja",3,2,1,5,147,2016,67,14,81,1,0.318666667,0.076666667,0.513333333,9.5,31.86666667,0.3587,0.41,0.291,10.761,17.28395062,82.71604938,2,32,847.6222223
"473",41,"Baja",-97.99103,19.722061,605731.7927,2181039.239,2979,"Baja",2,2,1,5,147,2016,108,2,110,0.966666667,0.052333333,0,0.16,8.6,5.058888889,0.284633333,0.326,0.247,8.539,1.818181818,98.18181818,1,22,236.8333334
"474",42,"Baja",-97.991035,19.721966,605731.3312,2181028.722,2978.7,"Baja",3,1,1,5,147,2016,97,3,100,1,0.237666667,0.096666667,0.4,8.1,23.76666667,0.322066667,0.35,0.258,9.662,3,97,2,31,757.3533334
"475",43,"Baja",-97.991005,19.721928,605734.5002,2181024.535,2994.3,"Alta",2,3,2,5,147,2016,100,0,100,1,0.382666667,0.156666667,0.54,6.2,38.26666667,0.2834,0.331,0.213,8.502,0,100,2,23,582.5244445
"476",44,"Baja",-97.9911,19.721972,605724.5153,2181029.346,2993.3,"Alta",3,1,2,5,147,2016,118,6,124,1,0.245333333,0.126666667,0.476666667,7,24.53333333,0.182166667,0.205,0.167,5.465,4.838709677,95.16129032,2,31,470.5866666
"477",45,"Baja",-97.99106,19.721975,605728.7053,2181029.703,2974.3,"Baja",1,2,2,5,147,2016,165,14,179,1,0.365333333,0.17,0.653333333,13,36.53333333,0.266933333,0.296,0.214,8.008,7.82122905,92.17877095,2,12,731.36
"478",46,"Baja",-97.99094,19.721899,605741.3313,2181021.366,2994.3,"Alta",3,3,1,5,147,2016,132,17,149,1,0.251,0.173333333,0.343333333,12.5,25.1,0.361266667,0.413,0.303,10.838,11.40939597,88.59060403,2,33,785.4
"479",47,"Baja",-97.99078,19.722218,605757.8895,2181056.77,2980,"Baja",1,1,1,5,147,2016,96,12,108,0.466666667,0.054666667,0,0.263333333,9.7,2.551111111,0.347333333,0.386,0.284,10.42,11.11111111,88.88888889,2,11,42.24888889
"480",48,"Baja",-97.99102,19.721884,605732.9572,2181019.656,2992.2,"Alta",2,1,1,5,147,2016,75,63,138,1,0.307333333,0.11,0.483333333,11.5,30.73333333,0.348166667,0.381,0.306,10.445,45.65217391,54.34782609,2,21,792.96
"481",49,"Baja",-97.99102,19.722069,605732.8355,2181040.13,2979.8,"Baja",3,3,2,5,147,2016,112,3,115,1,0.593666667,0.263333333,0.896666667,9,59.36666667,0.332966667,0.377,0.262,9.989,2.608695652,97.39130435,2,33,1265.522222
"482",50,"Baja",-97.991165,19.72181,605717.8098,2181011.377,2991.9,"Alta",2,2,2,5,147,2016,87,10,97,1,0.289,0.143333333,0.423333333,7.5,28.9,0.329133333,0.365,0.278,9.874,10.30927835,89.69072165,2,22,809.2311111
"483",51,"Baja",-97.991165,19.721642,605717.9203,2180992.784,2990.9,"Alta",1,1,2,5,147,2016,89,5,94,1,0.405333333,0.163333333,0.786666667,9.2,40.53333333,0.296966667,0.491,0.225,8.909,5.319148936,94.68085106,2,11,961.2088888
"484",52,"Baja",-97.99107,19.721575,605727.9204,2180985.428,2990.7,"Alta",1,3,2,5,147,2016,83,10,93,1,0.376666667,0.25,0.52,6.7,37.66666667,0.2034,0.235,0.162,6.102,10.75268817,89.24731183,3,13,892.1111112
"485",53,"Baja",-97.99104,19.721668,605731.0032,2180995.739,2990.9,"Alta",3,2,2,5,147,2016,115,18,133,1,0.415,0.286666667,0.516666667,10.9,41.5,0.384733333,0.459,0.282,11.542,13.53383459,86.46616541,2,32,872.9466666
"486",54,"Baja",-97.991264,19.72178,605707.4543,2181007.995,2991,"Alta",2,1,2,5,147,2016,93,12,105,0.966666667,0.089,0,0.196666667,7.8,8.603333333,0.216133333,0.25,0.16,6.484,11.42857143,88.57142857,1,21,329.84
"487",1,"Alta",-97.990875,19.722336,605747.8559,2181069.77,2979.3,"Baja",1,1,1,5,147,2017,72,0,72,0,0,0,0,4.1,0,0.1734,0.198,0.146,5.202,0,100,2,11,0
"488",2,"Alta",-97.99091,19.722218,605744.2655,2181056.689,2979.3,"Baja",1,2,1,5,147,2017,90,0,90,0.1,0.002,0,0.02,4.8,0.02,0.156133333,0.175,0.128,4.684,0,100,1,12,0.28
"489",3,"Alta",-97.99095,19.72206,605740.1774,2181039.178,2979.5,"Baja",2,2,1,5,147,2017,90,0,90,0.033333333,0,0,0,6.9,0,0.324166667,0.379,0.243,9.725,0,100,2,22,0
"490",4,"Alta",-97.990814,19.722008,605754.4645,2181033.508,2980,"Baja",1,2,2,5,147,2017,124,1,125,0.033333333,0,0,0,8,0,0.2757,0.31,0.241,8.271,0.8,99.2,2,12,0
"491",5,"Alta",-97.99093,19.72194,605742.3524,2181025.91,2984.3,"Baja",2,1,1,5,147,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"492",6,"Alta",-97.99107,19.721893,605727.7112,2181020.621,2992.3,"Alta",1,3,1,5,147,2017,112,5,117,0.033333333,0,0,0,8.2,0,0.302966667,0.347,0.257,9.089,4.273504274,95.72649573,1,13,0
"493",7,"Alta",-97.991104,19.721735,605724.2519,2181003.114,2990.8,"Alta",1,3,2,5,147,2017,148,0,148,0,0,0,0,10.1,0,0.2297,0.25,0.186,6.891,0,100,2,13,0
"494",8,"Alta",-97.990974,19.72165,605737.9319,2180993.788,2991,"Alta",2,3,1,5,147,2017,88,0,88,0.066666667,0,0,0,7.5,0,0.3618,0.402,0.315,10.854,0,100,2,23,0
"495",9,"Alta",-97.9911,19.721706,605724.6902,2180999.907,2991.2,"Alta",2,2,2,5,147,2017,96,2,98,0.966666667,0.056,0.006666667,0.116666667,9.2,5.413333333,0.347266667,0.382,0.276,10.418,2.040816327,97.95918367,2,22,75.78666666
"496",10,"Alta",-97.99113,19.721746,605721.5199,2181004.316,2990.9,"Alta",3,1,1,5,147,2017,81,0,81,0,0,0,0,6.3,0,0.308866667,0.348,0.247,9.266,0,100,2,31,0
"497",11,"Alta",-97.99111,19.721792,605723.5856,2181009.419,2991.1,"Alta",3,2,1,5,147,2017,92,1,93,0.033333333,0,0,0,7,0,0.245266667,0.285,0.19,7.358,1.075268817,98.92473118,1,32,0
"498",12,"Alta",-97.99111,19.72187,605723.5343,2181018.051,2992.4,"Alta",2,1,2,5,147,2017,111,0,111,0,0,0,0,8.8,0,0.351133333,0.392,0.29,10.534,0,100,2,21,0
"499",13,"Alta",-97.99114,19.721897,605720.3726,2181021.02,2993.1,"Alta",3,2,2,5,147,2017,147,0,147,0,0,0,0,8.3,0,0.2494,0.282,0.194,7.482,0,100,1,32,0
"500",14,"Alta",-97.99106,19.722075,605728.6395,2181040.769,2979.2,"Baja",3,3,1,5,147,2017,133,0,133,0,0,0,0,9.2,0,0.272533333,0.311,0.216,8.176,0,100,1,33,0
"501",15,"Alta",-97.99085,19.722488,605750.3759,2181086.607,2973.2,"Baja",3,1,2,5,147,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0
"502",16,"Alta",-97.99083,19.72246,605752.4903,2181083.521,2973.3,"Baja",2,3,2,5,147,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,0
"503",17,"Alta",-97.99077,19.722294,605758.8875,2181065.187,2978.5,"Baja",1,1,2,5,147,2017,72,0,72,0,0,0,0,5.8,0,0.290166667,0.326,0.25,8.705,0,100,2,11,0
"504",18,"Alta",-97.99089,19.722174,605746.3904,2181051.832,2979.5,"Baja",3,3,2,5,147,2017,123,0,123,0.033333333,0.006,0,0.06,9.6,0.02,0.285666667,0.334,0.221,8.57,0,100,2,33,0.28
"505",19,"Media",-97.99092,19.722073,605743.3129,2181040.635,2980.2,"Baja",1,3,1,5,147,2017,98,0,98,0,0,0,0,8,0,0.3214,0.373,0.245,9.642,0,100,2,13,0
"506",20,"Media",-97.991,19.722105,605734.9078,2181044.127,2980.2,"Baja",3,1,1,5,147,2017,102,0,102,0,0,0,0,8.8,0,0.319466667,0.352,0.253,9.584,0,100,2,31,0
"507",21,"Media",-97.991005,19.72215,605734.3542,2181049.104,2979.7,"Baja",3,2,1,5,147,2017,130,2,132,0.933333333,0.016666667,0,0.033333333,9.9,1.555555556,0.407266667,0.475,0.315,12.218,1.515151515,98.48484848,2,32,29.4
"508",22,"Media",-97.991005,19.722137,605734.3628,2181047.665,2979.8,"Baja",3,3,1,5,147,2017,108,0,108,0.633333333,0.009333333,0,0.073333333,8.5,0.591111111,0.371566667,0.41,0.31,11.147,0,100,2,33,8.275555554
"509",23,"Media",-97.990944,19.722,605740.8457,2181032.541,2979.4,"Baja",1,2,1,5,147,2017,99,0,99,0.033333333,0,0,0,6.9,0,0.293233333,0.318,0.237,8.797,0,100,2,12,0
"510",24,"Media",-97.99107,19.722033,605727.6192,2181036.115,2979.4,"Baja",1,3,2,5,147,2017,139,4,143,0,0,0,0,12.5,0,0.348566667,0.384,0.308,10.457,2.797202797,97.2027972,1,13,0
"511",25,"Media",-97.99106,19.722012,605728.681,2181033.797,2978.5,"Baja",2,2,1,5,147,2017,157,0,157,0.2,0.003,0,0.023333333,9.5,0.06,0.204933333,0.236,0.161,6.148,0,100,1,22,0.84
"512",26,"Media",-97.991005,19.721899,605734.5193,2181021.326,2992.1,"Alta",3,1,2,5,147,2017,87,0,87,0.066666667,0.012,0,0.12,7.2,0.08,0.3178,0.36,0.252,9.534,0,100,2,31,1.12
"513",27,"Media",-97.99094,19.721846,605741.3662,2181015.501,2992.9,"Alta",3,3,2,5,147,2017,106,0,106,0,0,0,0,8.5,0,0.3196,0.343,0.287,9.588,0,100,2,33,0
"514",28,"Media",-97.99108,19.721786,605726.7336,2181008.773,2973.5,"Baja",2,1,1,5,147,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"515",29,"Media",-97.99113,19.72174,605721.5238,2181003.652,2990.9,"Alta",3,2,2,5,147,2017,97,0,97,0.133333333,0.012666667,0,0.066666667,9,0.168888889,0.2813,0.333,0.232,8.439,0,100,2,32,2.364444446
"516",30,"Media",-97.99119,19.721704,605715.2595,2180999.63,2990.6,"Alta",2,3,1,5,147,2017,94,4,98,0.066666667,0,0,0,8.3,0,0.2961,0.327,0.23,8.883,4.081632653,95.91836735,1,23,0
"517",31,"Media",-97.99122,19.721703,605712.1161,2180999.501,2973.4,"Baja",2,1,2,5,147,2017,141,0,141,0.266666667,0.006666667,0,0.04,11.7,0.177777778,0.412766667,0.484,0.299,12.383,0,100,2,21,2.488888892
"518",32,"Media",-97.99122,19.721727,605712.1003,2181002.157,2991.1,"Alta",2,2,2,5,147,2017,127,3,130,0,0,0,0,13.8,0,0.451633333,0.498,0.377,13.549,2.307692308,97.69230769,1,22,0
"519",33,"Media",-97.99124,19.721853,605709.9215,2181016.089,2991.4,"Alta",1,1,1,5,147,2017,104,0,104,0,0,0,0,8.3,0,0.2607,0.291,0.204,7.821,0,100,1,11,0
"520",34,"Media",-97.99115,19.721848,605719.3568,2181015.591,2991.8,"Alta",1,1,2,5,147,2017,148,0,148,0.033333333,0,0,0,8.5,0,0.244966667,0.267,0.198,7.349,0,100,1,11,0
"521",35,"Media",-97.99109,19.72179,605725.683,2181009.21,2992.5,"Alta",1,2,2,5,147,2017,91,0,91,0,0,0,0,6.5,0,0.2901,0.331,0.247,8.703,0,100,2,12,0
"522",36,"Media",-97.991066,19.721827,605728.1738,2181013.32,2992.4,"Alta",2,3,2,5,147,2017,87,0,87,0.7,0.005333333,0,0.053333333,6.2,0.373333333,0.364933333,0.439,0.267,10.948,0,100,1,23,5.226666662
"523",37,"Baja",-97.99091,19.721998,605744.4102,2181032.341,2975.7,"Baja",1,2,1,5,147,2017,116,0,116,0.9,0.022666667,0,0.043333333,6.3,2.04,0.2279,0.274,0.179,6.837,0,100,1,12,28.56
"524",38,"Baja",-97.990944,19.722048,605740.8141,2181037.854,2980.1,"Baja",2,3,1,5,147,2017,102,0,102,0.966666667,0.016666667,0,0.046666667,9.5,1.611111111,0.389,0.433,0.319,11.67,0,100,1,23,22.55555555
"525",39,"Baja",-97.99095,19.722046,605740.1866,2181037.629,2979.6,"Baja",1,3,1,5,147,2017,75,0,75,0.1,0,0,0,6.7,0,0.377633333,0.425,0.322,11.329,0,100,2,13,0
"526",40,"Baja",-97.99097,19.722048,605738.0893,2181037.837,2979.8,"Baja",3,2,1,5,147,2017,56,2,58,0.166666667,0.003333333,0,0.033333333,4.7,0.055555556,0.186066667,0.212,0.147,5.582,3.448275862,96.55172414,2,32,0.777777784
"527",41,"Baja",-97.99103,19.722061,605731.7927,2181039.239,2979,"Baja",2,2,1,5,147,2017,129,0,129,0.533333333,0.012666667,0,0.043333333,12.5,0.675555556,0.3544,0.406,0.295,10.632,0,100,1,22,9.457777784
"528",42,"Baja",-97.991035,19.721966,605731.3312,2181028.722,2978.7,"Baja",3,1,1,5,147,2017,136,0,136,0,0,0,0,11.5,0,0.409233333,0.464,0.28,12.277,0,100,2,31,0
"529",43,"Baja",-97.991005,19.721928,605734.5002,2181024.535,2994.3,"Alta",2,3,2,5,147,2017,123,0,123,0,0,0,0,7.1,0,0.3094,0.344,0.265,9.282,0,100,2,23,0
"530",44,"Baja",-97.9911,19.721972,605724.5153,2181029.346,2993.3,"Alta",3,1,2,5,147,2017,105,2,107,0,0,0,0,6.9,0,0.2854,0.319,0.233,8.562,1.869158879,98.13084112,2,31,0
"531",45,"Baja",-97.99106,19.721975,605728.7053,2181029.703,2974.3,"Baja",1,2,2,5,147,2017,107,0,107,0,0,0,0,7.5,0,0.286233333,0.317,0.244,8.587,0,100,2,12,0
"532",46,"Baja",-97.99094,19.721899,605741.3313,2181021.366,2994.3,"Alta",3,3,1,5,147,2017,73,0,73,0.9,0.062333333,0,0.113333333,5.5,5.61,0.2397,0.27,0.195,7.191,0,100,2,33,78.54
"533",47,"Baja",-97.99078,19.722218,605757.8895,2181056.77,2980,"Baja",1,1,1,5,147,2017,99,1,100,0,0,0,0,8.2,0,0.271733333,0.322,0.229,8.152,1,99,2,11,0
"534",48,"Baja",-97.99102,19.721884,605732.9572,2181019.656,2992.2,"Alta",2,1,1,5,147,2017,136,0,136,0,0,0,0,9.5,0,0.220666667,0.243,0.194,6.62,0,100,1,21,0
"535",49,"Baja",-97.99102,19.722069,605732.8355,2181040.13,2979.8,"Baja",3,3,2,5,147,2017,87,0,87,0.133333333,0,0,0,6.6,0,0.259166667,0.296,0.19,7.775,0,100,2,33,0
"536",50,"Baja",-97.991165,19.72181,605717.8098,2181011.377,2991.9,"Alta",2,2,2,5,147,2017,73,0,73,0.1,0,0,0,6,0,0.269533333,0.329,0.207,8.086,0,100,2,22,0
"537",51,"Baja",-97.991165,19.721642,605717.9203,2180992.784,2990.9,"Alta",1,1,2,5,147,2017,99,1,100,1,0,0,0,8.4,0,0.340466667,0.393,0.241,10.214,1,99,1,11,0
"538",52,"Baja",-97.99107,19.721575,605727.9204,2180985.428,2990.7,"Alta",1,3,2,5,147,2017,145,4,149,0.066666667,0,0,0,13.8,0,0.3435,0.386,0.253,10.305,2.684563758,97.31543624,1,13,0
"539",53,"Baja",-97.99104,19.721668,605731.0032,2180995.739,2990.9,"Alta",3,2,2,5,147,2017,69,0,69,0.166666667,0.003666667,0,0.036666667,5.5,0.061111111,0.205733333,0.232,0.182,6.172,0,100,3,32,0.855555554
"540",54,"Baja",-97.991264,19.72178,605707.4543,2181007.995,2991,"Alta",2,1,2,5,147,2017,114,0,114,0.2,0.022666667,0,0.1,5.7,0.453333333,0.184266667,0.205,0.151,5.528,0,100,1,21,6.346666662
"541",1,"Alta",-97.990875,19.722336,605747.8559,2181069.77,2979.3,"Baja",1,1,1,6,175,2016,83,47,130,0.866666667,0.123,0.013333333,0.203333333,6.4,10.66,0.178466667,0.209,0.154,5.354,36.15384615,63.84615385,2,11,683.1066666
"542",2,"Alta",-97.99091,19.722218,605744.2655,2181056.689,2979.3,"Baja",1,2,1,6,175,2016,135,32,167,0.833333333,0.278333333,0.176666667,0.333333333,7.7,23.19444444,0.186766667,0.213,0.152,5.603,19.16167665,80.83832335,1,12,931.8555555
"543",3,"Alta",-97.99095,19.72206,605740.1774,2181039.178,2979.5,"Baja",2,2,1,6,175,2016,132,4,136,0.866666667,0.130333333,0,0.27,9.9,11.29555556,0.319633333,0.352,0.255,9.589,2.941176471,97.05882353,3,22,755.9377778
"544",4,"Alta",-97.990814,19.722008,605754.4645,2181033.508,2980,"Baja",1,2,2,6,175,2016,125,15,140,0.9,0.163333333,0.056666667,0.276666667,9,14.7,0.3409,0.375,0.272,10.227,10.71428571,89.28571429,2,12,899.7333334
"545",5,"Alta",-97.99093,19.72194,605742.3524,2181025.91,2984.3,"Baja",2,1,1,6,175,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0
"546",6,"Alta",-97.99107,19.721893,605727.7112,2181020.621,2992.3,"Alta",1,3,1,6,175,2016,62,56,118,0.966666667,0.153666667,0.096666667,0.283333333,8.8,14.85444444,0.326966667,0.383,0.28,9.809,47.45762712,52.54237288,3,13,787.0955555
"547",7,"Alta",-97.991104,19.721735,605724.2519,2181003.114,2990.8,"Alta",1,3,2,6,175,2016,91,19,110,1,0.257666667,0.176666667,0.366666667,8.5,25.76666667,0.300266667,0.332,0.246,9.008,17.27272727,82.72727273,3,13,769.44
"548",8,"Alta",-97.990974,19.72165,605737.9319,2180993.788,2991,"Alta",2,3,1,6,175,2016,81,61,142,0.833333333,0.120666667,0,0.276666667,12,10.05555556,0.478433333,0.523,0.41,14.353,42.95774648,57.04225352,2,23,590.1777778
"549",9,"Alta",-97.9911,19.721706,605724.6902,2180999.907,2991.2,"Alta",2,2,2,6,175,2016,80,53,133,0.933333333,0.157333333,0.116666667,0.21,9.4,14.68444444,0.2691,0.297,0.234,8.073,39.84962406,60.15037594,3,22,654.5155555
"550",10,"Alta",-97.99113,19.721746,605721.5199,2181004.316,2990.9,"Alta",3,1,1,6,175,2016,85,0,85,0.9,0.071,0.016666667,0.133333333,7.5,6.39,0.399133333,0.47,0.334,11.974,0,100,2,31,654.1266666
"551",11,"Alta",-97.99111,19.721792,605723.5856,2181009.419,2991.1,"Alta",3,2,1,6,175,2016,100,2,102,0.9,0.171333333,0,0.29,7.1,15.42,0.208733333,0.247,0.18,6.262,1.960784314,98.03921569,2,32,536.9466666
"552",12,"Alta",-97.99111,19.72187,605723.5343,2181018.051,2992.4,"Alta",2,1,2,6,175,2016,86,4,90,0.933333333,0.244333333,0.1,0.35,6.3,22.80444444,0.3783,0.424,0.31,11.349,4.444444444,95.55555556,2,21,489.3311111
"553",13,"Alta",-97.99114,19.721897,605720.3726,2181021.02,2993.1,"Alta",3,2,2,6,175,2016,84,10,94,0.9,0.136333333,0.076666667,0.206666667,6.6,12.27,0.295533333,0.344,0.167,8.866,10.63829787,89.36170213,3,32,565.6466666
"554",14,"Alta",-97.99106,19.722075,605728.6395,2181040.769,2979.2,"Baja",3,3,1,6,175,2016,91,0,91,0.666666667,0.061666667,0,0.113333333,6.9,4.111111111,0.254933333,0.293,0.222,7.648,0,100,3,33,240.7066666
"555",15,"Alta",-97.99085,19.722488,605750.3759,2181086.607,2973.2,"Baja",3,1,2,6,175,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,0
